kind,g,a,c,r,k,score,status
REAL,0.062500,1.000000,0.029178,0.480769,0.552632,0.425016,DENY
SWAP,0.054726,0.875622,0.029178,0.519231,0.552632,0.406278,DENY
SHUFFLE,0.062500,1.000000,0.029178,0.434211,0.028986,0.310975,DENY
IDENTITY,0.062500,1.000000,0.031250,0.500000,1.000000,0.518750,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.552632,0.410526,DENY
REAL,0.122951,0.983607,0.061983,0.365385,0.425532,0.391891,DENY
SWAP,0.125000,1.000000,0.061983,0.634615,0.425532,0.449426,DENY
SHUFFLE,0.122951,0.983607,0.061983,0.387097,0.038462,0.318820,DENY
IDENTITY,0.122951,1.000000,0.061475,0.500000,1.000000,0.536885,DENY
STRIP_CTX,0.000000,0.983607,0.000000,0.500000,0.425532,0.381828,DENY
REAL,0.048276,1.000000,0.020528,0.461538,0.553398,0.416748,DENY
SWAP,0.035714,0.739796,0.020528,0.538462,0.553398,0.377580,DENY
SHUFFLE,0.048276,1.000000,0.020528,0.486111,0.048780,0.320739,DENY
IDENTITY,0.048276,1.000000,0.024138,0.500000,1.000000,0.514483,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.553398,0.410680,DENY
REAL,0.009009,1.000000,0.004065,0.473684,0.445545,0.386461,DENY
SWAP,0.007407,0.822222,0.004065,0.526316,0.445545,0.361111,DENY
SHUFFLE,0.009009,1.000000,0.004065,0.482143,0.016393,0.302322,DENY
IDENTITY,0.009009,1.000000,0.004505,0.500000,1.000000,0.502703,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.445545,0.389109,DENY
REAL,0.110169,0.809322,0.060890,0.363636,0.527273,0.374258,DENY
SWAP,0.136126,1.000000,0.060890,0.636364,0.527273,0.472130,DENY
SHUFFLE,0.110169,0.809322,0.060890,0.404412,0.071429,0.291244,DENY
IDENTITY,0.110169,1.000000,0.055085,0.500000,1.000000,0.533051,DENY
STRIP_CTX,0.000000,0.809322,0.000000,0.500000,0.527273,0.367319,DENY
REAL,0.033210,0.682657,0.019737,0.463415,0.509615,0.341727,DENY
SWAP,0.048649,1.000000,0.019737,0.536585,0.509615,0.422917,DENY
SHUFFLE,0.033210,0.682657,0.019737,0.453846,0.050420,0.247974,DENY
IDENTITY,0.033210,1.000000,0.016605,0.500000,1.000000,0.509963,DENY
STRIP_CTX,0.000000,0.682657,0.000000,0.500000,0.509615,0.338454,DENY
REAL,0.050725,1.000000,0.024138,0.420000,0.571429,0.413258,DENY
SWAP,0.046053,0.907895,0.024138,0.580000,0.571429,0.425903,DENY
SHUFFLE,0.050725,1.000000,0.024138,0.434211,0.064220,0.314659,DENY
IDENTITY,0.050725,1.000000,0.025362,0.500000,1.000000,0.515217,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.571429,0.414286,DENY
REAL,1.000000,1.000000,0.485876,0.359375,0.466102,0.662270,ABSTAIN
SWAP,0.919786,0.893048,0.485876,0.640625,0.466102,0.681087,ALLOW
SHUFFLE,1.000000,1.000000,0.485876,0.200000,0.043478,0.545871,DENY
IDENTITY,1.000000,1.000000,0.514970,0.500000,1.000000,0.802994,ALLOW
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.466102,0.393220,DENY
REAL,0.061728,0.935185,0.031898,0.445455,0.486842,0.392222,DENY
SWAP,0.066007,1.000000,0.031898,0.554545,0.486842,0.427858,DENY
SHUFFLE,0.061728,0.935185,0.031898,0.467532,0.051282,0.309525,DENY
IDENTITY,0.061728,1.000000,0.030864,0.500000,1.000000,0.518519,DENY
STRIP_CTX,0.000000,0.935185,0.000000,0.500000,0.486842,0.384405,DENY
REAL,0.011494,1.000000,0.005376,0.479167,0.761905,0.451588,DENY
SWAP,0.010101,0.878788,0.005376,0.520833,0.761905,0.435401,DENY
SHUFFLE,0.011494,1.000000,0.005376,0.472222,0.060870,0.309992,DENY
IDENTITY,0.011494,1.000000,0.005747,0.500000,1.000000,0.503448,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.761905,0.452381,DENY
REAL,0.021538,0.852308,0.011628,0.492967,0.548872,0.385463,DENY
SWAP,0.025271,1.000000,0.011628,0.507033,0.548872,0.418561,DENY
SHUFFLE,0.021538,0.852308,0.011628,0.497660,0.065217,0.289670,DENY
IDENTITY,0.021538,1.000000,0.010769,0.500000,1.000000,0.506462,DENY
STRIP_CTX,0.000000,0.852308,0.000000,0.500000,0.548872,0.380236,DENY
REAL,0.019284,0.859504,0.010370,0.492550,0.580882,0.392518,DENY
SWAP,0.022436,1.000000,0.010370,0.507450,0.580882,0.424228,DENY
SHUFFLE,0.019284,0.859504,0.010370,0.497031,0.055944,0.288427,DENY
IDENTITY,0.019284,1.000000,0.009642,0.500000,1.000000,0.505785,DENY
STRIP_CTX,0.000000,0.859504,0.000000,0.500000,0.580882,0.388077,DENY
REAL,0.019074,0.858311,0.010264,0.492550,0.565217,0.389083,DENY
SWAP,0.022222,1.000000,0.010264,0.507450,0.565217,0.421031,DENY
SHUFFLE,0.019074,0.858311,0.010264,0.497357,0.055556,0.288112,DENY
IDENTITY,0.019074,1.000000,0.009537,0.500000,1.000000,0.505722,DENY
STRIP_CTX,0.000000,0.858311,0.000000,0.500000,0.565217,0.384706,DENY
REAL,0.005780,1.000000,0.001942,0.500000,0.508772,0.403299,DENY
SWAP,0.002924,0.505848,0.001942,0.500000,0.508772,0.303897,DENY
SHUFFLE,0.005780,1.000000,0.001942,0.487179,0.033557,0.305692,DENY
IDENTITY,0.005780,1.000000,0.002890,0.500000,1.000000,0.501734,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.508772,0.401754,DENY
REAL,0.051613,1.000000,0.024768,0.480000,0.510204,0.413317,DENY
SWAP,0.047619,0.922619,0.024768,0.520000,0.510204,0.405042,DENY
SHUFFLE,0.051613,1.000000,0.024768,0.459459,0.052174,0.317603,DENY
IDENTITY,0.051613,1.000000,0.025806,0.500000,1.000000,0.515484,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.510204,0.402041,DENY
REAL,0.045977,0.844828,0.024922,0.479167,0.588235,0.396626,DENY
SWAP,0.054422,1.000000,0.024922,0.520833,0.588235,0.437683,DENY
SHUFFLE,0.045977,0.844828,0.024922,0.416667,0.064220,0.279323,DENY
IDENTITY,0.045977,1.000000,0.022989,0.500000,1.000000,0.513793,DENY
STRIP_CTX,0.000000,0.844828,0.000000,0.500000,0.588235,0.386613,DENY
REAL,0.743421,0.980263,0.375415,0.314286,0.471154,0.576908,ABSTAIN
SWAP,0.758389,1.000000,0.375415,0.685714,0.471154,0.658135,ABSTAIN
SHUFFLE,0.743421,0.980263,0.375415,0.197674,0.043860,0.468127,DENY
IDENTITY,0.743421,1.000000,0.371711,0.500000,1.000000,0.723026,ALLOW
STRIP_CTX,0.000000,0.980263,0.000000,0.500000,0.471154,0.390283,DENY
REAL,0.154098,0.560656,0.098739,0.388060,0.401575,0.320626,DENY
SWAP,0.274854,1.000000,0.098739,0.611940,0.401575,0.477422,DENY
SHUFFLE,0.154098,0.560656,0.098739,0.426966,0.036765,0.255445,DENY
IDENTITY,0.154098,1.000000,0.077049,0.500000,1.000000,0.546230,DENY
STRIP_CTX,0.000000,0.560656,0.000000,0.500000,0.401575,0.292446,DENY
REAL,0.060976,1.000000,0.030120,0.396552,0.491228,0.395775,DENY
SWAP,0.059524,0.976190,0.030120,0.603448,0.491228,0.432102,DENY
SHUFFLE,0.060976,1.000000,0.030120,0.421053,0.045113,0.311452,DENY
IDENTITY,0.060976,1.000000,0.030488,0.500000,1.000000,0.518293,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.491228,0.398246,DENY
REAL,0.030201,0.892617,0.015957,0.466667,0.596899,0.400468,DENY
SWAP,0.033835,1.000000,0.015957,0.533333,0.596899,0.436005,DENY
SHUFFLE,0.030201,0.892617,0.015957,0.472603,0.063830,0.295042,DENY
IDENTITY,0.030201,1.000000,0.015101,0.500000,1.000000,0.509060,DENY
STRIP_CTX,0.000000,0.892617,0.000000,0.500000,0.596899,0.397903,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.757282,0.451456,DENY
SWAP,0.000000,0.917603,0.000000,0.500000,0.757282,0.434977,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.067669,0.313534,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.757282,0.451456,DENY
REAL,0.043750,0.856250,0.023569,0.432432,0.320312,0.335263,DENY
SWAP,0.051095,1.000000,0.023569,0.567568,0.320312,0.392509,DENY
SHUFFLE,0.043750,0.856250,0.023569,0.440476,0.046875,0.282184,DENY
IDENTITY,0.043750,1.000000,0.021875,0.500000,1.000000,0.513125,DENY
STRIP_CTX,0.000000,0.856250,0.000000,0.500000,0.320312,0.335313,DENY
REAL,0.028455,0.849593,0.015385,0.452830,0.465649,0.362382,DENY
SWAP,0.033493,1.000000,0.015385,0.547170,0.465649,0.412339,DENY
SHUFFLE,0.028455,0.849593,0.015385,0.462687,0.044444,0.280113,DENY
IDENTITY,0.028455,1.000000,0.014228,0.500000,1.000000,0.508537,DENY
STRIP_CTX,0.000000,0.849593,0.000000,0.500000,0.465649,0.363048,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.542553,0.408511,DENY
SWAP,0.000000,0.713592,0.000000,0.500000,0.542553,0.351229,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.043103,0.308621,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.542553,0.408511,DENY
REAL,0.000000,0.970874,0.000000,0.500000,0.590476,0.412270,DENY
SWAP,0.000000,1.000000,0.000000,0.500000,0.590476,0.418095,DENY
SHUFFLE,0.000000,0.970874,0.000000,0.500000,0.054688,0.305112,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,0.970874,0.000000,0.500000,0.590476,0.412270,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.491228,0.398246,DENY
SWAP,0.000000,0.831522,0.000000,0.500000,0.491228,0.364550,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.035714,0.307143,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.491228,0.398246,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.646465,0.429293,DENY
SWAP,0.000000,0.853535,0.000000,0.500000,0.646465,0.400000,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.047244,0.309449,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.646465,0.429293,DENY
REAL,0.046610,1.000000,0.023061,0.487179,0.672566,0.445883,DENY
SWAP,0.045643,0.979253,0.023061,0.512821,0.672566,0.446669,DENY
SHUFFLE,0.046610,1.000000,0.023061,0.490741,0.061538,0.324390,DENY
IDENTITY,0.046610,1.000000,0.023305,0.500000,1.000000,0.513983,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.672566,0.434513,DENY
REAL,0.356688,1.000000,0.171779,0.379310,0.418803,0.465316,DENY
SWAP,0.331361,0.928994,0.171779,0.620690,0.418803,0.494325,DENY
SHUFFLE,0.356688,1.000000,0.171779,0.256098,0.031496,0.363212,DENY
IDENTITY,0.356688,1.000000,0.178344,0.500000,1.000000,0.607006,ABSTAIN
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.418803,0.383761,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.761468,0.452294,DENY
SWAP,0.000000,0.925806,0.000000,0.500000,0.761468,0.437455,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.065693,0.313139,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.761468,0.452294,DENY
REAL,0.061404,1.000000,0.027132,0.421053,0.542553,0.410428,DENY
SWAP,0.048611,0.791667,0.027132,0.578947,0.542553,0.397782,DENY
SHUFFLE,0.061404,1.000000,0.027132,0.425926,0.043103,0.311513,DENY
IDENTITY,0.061404,1.000000,0.030702,0.500000,1.000000,0.518421,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.542553,0.408511,DENY
REAL,0.060870,1.000000,0.027559,0.413043,0.515152,0.403325,DENY
SWAP,0.050360,0.827338,0.027559,0.586957,0.515152,0.401473,DENY
SHUFFLE,0.060870,1.000000,0.027559,0.416667,0.024590,0.305937,DENY
IDENTITY,0.060870,1.000000,0.030435,0.500000,1.000000,0.518261,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.515152,0.403030,DENY
REAL,0.054264,1.000000,0.024823,0.461905,0.416667,0.391532,DENY
SWAP,0.045752,0.843137,0.024823,0.538095,0.416667,0.373695,DENY
SHUFFLE,0.054264,1.000000,0.024823,0.466667,0.046875,0.318526,DENY
IDENTITY,0.054264,1.000000,0.027132,0.500000,1.000000,0.516279,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.416667,0.383333,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.615385,0.423077,DENY
SWAP,0.000000,0.894444,0.000000,0.500000,0.615385,0.401966,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.046512,0.309302,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.615385,0.423077,DENY
REAL,0.050360,0.992806,0.025271,0.444444,0.505051,0.403586,DENY
SWAP,0.050725,1.000000,0.025271,0.555556,0.505051,0.427320,DENY
SHUFFLE,0.050360,0.992806,0.025271,0.442857,0.033613,0.308981,DENY
IDENTITY,0.050360,1.000000,0.025180,0.500000,1.000000,0.515108,DENY
STRIP_CTX,0.000000,0.992806,0.000000,0.500000,0.505051,0.399571,DENY
REAL,0.049180,1.000000,0.020179,0.480769,0.528846,0.415795,DENY
SWAP,0.034221,0.695817,0.020179,0.519231,0.528846,0.359659,DENY
SHUFFLE,0.049180,1.000000,0.020179,0.448718,0.055118,0.314639,DENY
IDENTITY,0.049180,1.000000,0.024590,0.500000,1.000000,0.514754,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.528846,0.405769,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.643478,0.428696,DENY
SWAP,0.000000,0.977358,0.000000,0.500000,0.643478,0.424167,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.057971,0.311594,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.643478,0.428696,DENY
REAL,0.027624,1.000000,0.012107,0.480000,0.614583,0.426863,DENY
SWAP,0.021552,0.780172,0.012107,0.520000,0.614583,0.389683,DENY
SHUFFLE,0.027624,1.000000,0.012107,0.459459,0.074380,0.314714,DENY
IDENTITY,0.027624,1.000000,0.013812,0.500000,1.000000,0.508287,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.614583,0.422917,DENY
REAL,0.022727,0.996753,0.011382,0.450000,0.658333,0.427839,DENY
SWAP,0.022801,1.000000,0.011382,0.550000,0.658333,0.448503,DENY
SHUFFLE,0.022727,0.996753,0.011382,0.466216,0.066667,0.312749,DENY
IDENTITY,0.022727,1.000000,0.011364,0.500000,1.000000,0.506818,DENY
STRIP_CTX,0.000000,0.996753,0.000000,0.500000,0.658333,0.431017,DENY
REAL,0.037559,0.934272,0.019417,0.448718,0.462121,0.380418,DENY
SWAP,0.040201,1.000000,0.019417,0.551282,0.462121,0.414604,DENY
SHUFFLE,0.037559,0.934272,0.019417,0.448980,0.046053,0.297256,DENY
IDENTITY,0.037559,1.000000,0.018779,0.500000,1.000000,0.511268,DENY
STRIP_CTX,0.000000,0.934272,0.000000,0.500000,0.462121,0.379279,DENY
REAL,0.076142,0.913706,0.039788,0.434783,0.534483,0.399780,DENY
SWAP,0.083333,1.000000,0.039788,0.565217,0.534483,0.444564,DENY
SHUFFLE,0.076142,0.913706,0.039788,0.444444,0.038462,0.302508,DENY
IDENTITY,0.076142,1.000000,0.038071,0.500000,1.000000,0.522843,DENY
STRIP_CTX,0.000000,0.913706,0.000000,0.500000,0.534483,0.389638,DENY
REAL,0.062016,0.937984,0.032000,0.386792,0.614035,0.406566,DENY
SWAP,0.066116,1.000000,0.032000,0.613208,0.614035,0.465072,DENY
SHUFFLE,0.062016,0.937984,0.032000,0.414286,0.044776,0.298212,DENY
IDENTITY,0.062016,1.000000,0.031008,0.500000,1.000000,0.518605,DENY
STRIP_CTX,0.000000,0.937984,0.000000,0.500000,0.614035,0.410404,DENY
REAL,0.059091,1.000000,0.028261,0.487500,0.543478,0.423666,DENY
SWAP,0.054167,0.916667,0.028261,0.512500,0.543478,0.411014,DENY
SHUFFLE,0.059091,1.000000,0.028261,0.490196,0.044304,0.324370,DENY
IDENTITY,0.059091,1.000000,0.029545,0.500000,1.000000,0.517727,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.543478,0.408696,DENY
REAL,0.076596,1.000000,0.036072,0.484848,0.631148,0.445733,DENY
SWAP,0.068182,0.890152,0.036072,0.515152,0.631148,0.428141,DENY
SHUFFLE,0.076596,1.000000,0.036072,0.380435,0.060000,0.310621,DENY
IDENTITY,0.076596,1.000000,0.038298,0.500000,1.000000,0.522979,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.631148,0.426230,DENY
REAL,0.970238,1.000000,0.395631,0.480000,0.453237,0.659821,ABSTAIN
SWAP,0.668033,0.688525,0.395631,0.520000,0.453237,0.545085,DENY
SHUFFLE,0.970238,1.000000,0.395631,0.228571,0.053892,0.529667,DENY
IDENTITY,0.970238,1.000000,0.485119,0.500000,1.000000,0.791071,ALLOW
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.453237,0.390647,DENY
REAL,0.000000,1.000000,0.000000,0.500000,0.704762,0.440952,DENY
SWAP,0.000000,0.869388,0.000000,0.500000,0.704762,0.414830,DENY
SHUFFLE,0.000000,1.000000,0.000000,0.500000,0.065693,0.313139,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.704762,0.440952,DENY
REAL,0.176678,1.000000,0.088339,0.446809,0.541096,0.450584,DENY
SWAP,0.176678,1.000000,0.088339,0.553191,0.541096,0.471861,DENY
SHUFFLE,0.176678,1.000000,0.088339,0.325397,0.054878,0.329059,DENY
IDENTITY,0.176678,1.000000,0.088339,0.500000,1.000000,0.553004,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.541096,0.408219,DENY
REAL,0.000000,0.824451,0.000000,0.500000,0.615942,0.388079,DENY
SWAP,0.000000,1.000000,0.000000,0.500000,0.615942,0.423188,DENY
SHUFFLE,0.000000,0.824451,0.000000,0.500000,0.070922,0.279075,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,0.824451,0.000000,0.500000,0.615942,0.388079,DENY
REAL,0.134146,0.829268,0.073333,0.392857,0.325203,0.350962,DENY
SWAP,0.161765,1.000000,0.073333,0.607143,0.325203,0.433489,DENY
SHUFFLE,0.134146,0.829268,0.073333,0.410000,0.057851,0.300920,DENY
IDENTITY,0.134146,1.000000,0.067073,0.500000,1.000000,0.540244,DENY
STRIP_CTX,0.000000,0.829268,0.000000,0.500000,0.325203,0.330894,DENY
REAL,0.053797,0.936709,0.027778,0.488636,0.734513,0.448287,DENY
SWAP,0.057432,1.000000,0.027778,0.511364,0.734513,0.466217,DENY
SHUFFLE,0.053797,0.936709,0.027778,0.442623,0.064286,0.305039,DENY
IDENTITY,0.053797,1.000000,0.026899,0.500000,1.000000,0.516139,DENY
STRIP_CTX,0.000000,0.936709,0.000000,0.500000,0.734513,0.434244,DENY
REAL,0.018605,1.000000,0.009050,0.473684,0.500000,0.400268,DENY
SWAP,0.017621,0.947137,0.009050,0.526316,0.500000,0.400025,DENY
SHUFFLE,0.018605,1.000000,0.009050,0.471154,0.049296,0.309621,DENY
IDENTITY,0.018605,1.000000,0.009302,0.500000,1.000000,0.505581,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.500000,0.400000,DENY
REAL,0.034921,1.000000,0.017188,0.490000,0.607407,0.429903,DENY
SWAP,0.033846,0.969231,0.017188,0.510000,0.607407,0.427534,DENY
SHUFFLE,0.034921,1.000000,0.017188,0.492857,0.057692,0.320532,DENY
IDENTITY,0.034921,1.000000,0.017460,0.500000,1.000000,0.510476,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.607407,0.421481,DENY
REAL,0.070707,1.000000,0.031532,0.380952,0.511628,0.398964,DENY
SWAP,0.056911,0.804878,0.031532,0.619048,0.511628,0.404799,DENY
SHUFFLE,0.070707,1.000000,0.031532,0.407407,0.028037,0.307537,DENY
IDENTITY,0.070707,1.000000,0.035354,0.500000,1.000000,0.521212,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.511628,0.402326,DENY
REAL,0.101449,1.000000,0.046980,0.500000,0.541667,0.438019,DENY
SWAP,0.087500,0.862500,0.046980,0.500000,0.541667,0.407729,DENY
SHUFFLE,0.101449,1.000000,0.046980,0.400000,0.032000,0.316086,DENY
IDENTITY,0.101449,1.000000,0.050725,0.500000,1.000000,0.530435,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.541667,0.408333,DENY
REAL,0.164557,1.000000,0.077844,0.480000,0.535354,0.451551,DENY
SWAP,0.147727,0.897727,0.077844,0.520000,0.535354,0.435730,DENY
SHUFFLE,0.164557,1.000000,0.077844,0.319444,0.040650,0.320499,DENY
IDENTITY,0.164557,1.000000,0.082278,0.500000,1.000000,0.549367,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.535354,0.407071,DENY
REAL,0.037915,1.000000,0.017699,0.500000,0.742574,0.459638,DENY
SWAP,0.033195,0.875519,0.017699,0.500000,0.742574,0.433797,DENY
SHUFFLE,0.037915,1.000000,0.017699,0.430233,0.059701,0.309110,DENY
IDENTITY,0.037915,1.000000,0.018957,0.500000,1.000000,0.511374,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.742574,0.448515,DENY
REAL,0.040000,0.949091,0.020522,0.455357,0.565574,0.406109,DENY
SWAP,0.042146,1.000000,0.020522,0.544643,0.565574,0.434577,DENY
SHUFFLE,0.040000,0.949091,0.020522,0.460526,0.051471,0.304322,DENY
IDENTITY,0.040000,1.000000,0.020000,0.500000,1.000000,0.512000,DENY
STRIP_CTX,0.000000,0.949091,0.000000,0.500000,0.565574,0.402933,DENY
REAL,0.051471,1.000000,0.023411,0.475000,0.569767,0.423930,DENY
SWAP,0.042945,0.834356,0.023411,0.525000,0.569767,0.399096,DENY
SHUFFLE,0.051471,1.000000,0.023411,0.465517,0.034483,0.314976,DENY
IDENTITY,0.051471,1.000000,0.025735,0.500000,1.000000,0.515441,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.569767,0.413953,DENY
REAL,0.000000,0.895197,0.000000,0.500000,0.580952,0.395230,DENY
SWAP,0.000000,1.000000,0.000000,0.500000,0.580952,0.416190,DENY
SHUFFLE,0.000000,0.895197,0.000000,0.500000,0.058333,0.290706,DENY
IDENTITY,0.000000,1.000000,0.000000,0.500000,1.000000,0.500000,DENY
STRIP_CTX,0.000000,0.895197,0.000000,0.500000,0.580952,0.395230,DENY
REAL,0.037234,1.000000,0.017677,0.465517,0.561905,0.416467,DENY
SWAP,0.033654,0.903846,0.017677,0.534483,0.561905,0.410313,DENY
SHUFFLE,0.037234,1.000000,0.017677,0.435897,0.062500,0.310662,DENY
IDENTITY,0.037234,1.000000,0.018617,0.500000,1.000000,0.511170,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.561905,0.412381,DENY
REAL,0.032558,0.986047,0.016393,0.471429,0.539130,0.409111,DENY
SWAP,0.033019,1.000000,0.016393,0.528571,0.539130,0.423423,DENY
SHUFFLE,0.032558,0.986047,0.016393,0.488636,0.045455,0.313818,DENY
IDENTITY,0.032558,1.000000,0.016279,0.500000,1.000000,0.509767,DENY
STRIP_CTX,0.000000,0.986047,0.000000,0.500000,0.539130,0.405035,DENY
REAL,0.033019,1.000000,0.016279,0.440476,0.570093,0.411974,DENY
SWAP,0.032110,0.972477,0.016279,0.559524,0.570093,0.430097,DENY
SHUFFLE,0.033019,1.000000,0.016279,0.452830,0.073171,0.315060,DENY
IDENTITY,0.033019,1.000000,0.016509,0.500000,1.000000,0.509906,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.570093,0.414019,DENY
REAL,0.041096,1.000000,0.019694,0.447368,0.614035,0.424439,DENY
SWAP,0.037815,0.920168,0.019694,0.552632,0.614035,0.428869,DENY
SHUFFLE,0.041096,1.000000,0.019694,0.460000,0.051852,0.314528,DENY
IDENTITY,0.041096,1.000000,0.020548,0.500000,1.000000,0.512329,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.614035,0.422807,DENY
REAL,0.022222,1.000000,0.010638,0.459459,0.672897,0.433043,DENY
SWAP,0.020408,0.918367,0.010638,0.540541,0.672897,0.432570,DENY
SHUFFLE,0.022222,1.000000,0.010638,0.469388,0.052632,0.310976,DENY
IDENTITY,0.022222,1.000000,0.011111,0.500000,1.000000,0.506667,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.672897,0.434579,DENY
REAL,0.032520,1.000000,0.016162,0.426829,0.544715,0.404045,DENY
SWAP,0.032129,0.987952,0.016162,0.573171,0.544715,0.430826,DENY
SHUFFLE,0.032520,1.000000,0.016162,0.438596,0.048951,0.307246,DENY
IDENTITY,0.032520,1.000000,0.016260,0.500000,1.000000,0.509756,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.544715,0.408943,DENY
REAL,0.036458,0.843750,0.019774,0.450000,0.477876,0.365572,DENY
SWAP,0.043210,1.000000,0.019774,0.550000,0.477876,0.418172,DENY
SHUFFLE,0.036458,0.843750,0.019774,0.458333,0.050000,0.281663,DENY
IDENTITY,0.036458,1.000000,0.018229,0.500000,1.000000,0.510938,DENY
STRIP_CTX,0.000000,0.843750,0.000000,0.500000,0.477876,0.364325,DENY
REAL,0.051852,0.977778,0.026217,0.431034,0.485437,0.394464,DENY
SWAP,0.053030,1.000000,0.026217,0.568966,0.485437,0.426730,DENY
SHUFFLE,0.051852,0.977778,0.026217,0.430556,0.034483,0.304177,DENY
IDENTITY,0.051852,1.000000,0.025926,0.500000,1.000000,0.515556,DENY
STRIP_CTX,0.000000,0.977778,0.000000,0.500000,0.485437,0.392643,DENY
REAL,0.068966,1.000000,0.032967,0.428571,0.402299,0.386561,DENY
SWAP,0.063158,0.915789,0.032967,0.571429,0.402299,0.397128,DENY
SHUFFLE,0.068966,1.000000,0.032967,0.442308,0.019802,0.312808,DENY
IDENTITY,0.068966,1.000000,0.034483,0.500000,1.000000,0.520690,DENY
STRIP_CTX,0.000000,1.000000,0.000000,0.500000,0.402299,0.380460,DENY
REAL,0.066667,1.000000,0.029973,0.500000,0.640000,0.447328,DENY
SWAP,0.054455,0.816832,0.029973,0.500000,0.640000,0.408252,DENY
SHUFFLE,0.066667,1.000000,0.029973,0.500000,0.052632,0.329854,DENY
